week,dates,price_next_week,sum_c_vec,sum_tf_vec,news_price,MACD,MACD_SIGNAL,MACD_DIFF,TAS_K,TAS_D,TAS_DS,TAS_DSS,CMCI,RSI,BB_MA,BB_UPPER,BB_LOWER,BB_WIDTH,BB_PERCENT,Area Harvested_Million Acres,Area Planted_Million Acres,Average Farm Price_US Dollars/Bushel,Begining Stocks_Million Bushels,Crushing_Million Bushels,Ending Stocks_Million Bushels,Exports_Million Bushels,Imports_Million Bushels,Production_Million Bushels,Residual Use_Million Bushels,Seed Use_Million Bushels,Total demand_Million Bushels,Total Supply_Million Bushels,Yield_Bushels/Acre
 วันที่ 10 -12 เมษายน 2560,201715,1,105,6.211909217301599,0,-19.660711245,-19.1689152175,-0.49179602925,18.6678748215,10.607488371,6.466246518,5.06369353825,-34.6631356025,29.570826325,967.58125,1016.4112245,918.751275425,10.0925169355,0.2821653605,82.7,83.4,9.55,197.0,1940.0,445.0,2025.0,25.0,4307.0,14.0,104.0,4083.0,4528.0,52.1
 วันที่ 18-21 เมษายน 2560 ,201716,1,97,5.717235021120367,0,-14.646430906,-17.205770664,2.5593397598,27.325610874,25.091147458000002,19.310549778000002,16.1705853072,43.4004311984,37.127006502,956.375,990.78350182,921.96649822,7.1902101862,0.40592349839999997,82.7,83.4,9.55,197.0,1940.0,445.0,2025.0,25.0,4307.0,14.0,104.0,4083.0,4528.0,52.1
 วันที่ 24-28 เมษายน 2560,201717,1,85,5.137810687998607,0,-9.946479487400001,-13.193083446,3.2466039562,46.815915846,41.848728826,34.609203082,31.372227068,26.0620404418,41.694900836,948.79,965.49691764,932.0830823599999,3.5205408724000002,0.5279184474,82.7,83.4,9.55,197.0,1940.0,445.0,2025.0,25.0,4307.0,14.0,104.0,4083.0,4528.0,52.1
 วันที่ 1-5 พฤษภาคม 2560,201718,0,133,6.971317509321527,0,-3.557694182,-8.3437904438,4.786096263,86.62224090800001,68.737103688,55.527778628,50.420983926,154.81011244,56.500574888,951.1600000000001,970.8374989399999,931.48250106,4.136219147,1.0499255010000001,82.7,83.4,9.55,197.0,1940.0,445.0,2025.0,25.0,4307.0,14.0,104.0,4083.0,4528.0,52.1
 วันที่ 8-12 พฤษภาคม 2560 ,201719,0,97,5.377734554338666,0,0.471758907,-2.9393225734,3.4110814804,62.354090704,74.354517536,77.82859061799999,75.850781514,40.628233024000004,51.925286316000005,958.1775,980.61594594,935.73905406,4.683722917,0.709241976,88.6,89.5,9.3,435.0,1950.0,480.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4715.0,48.0
 วันที่ 15 -19 พฤษภาคม 2560,201720,0,128,7.317446762577208,0,0.570555374,-0.429825417,1.0003807908,45.6184878466,54.517424826,61.779871462,65.847723964,-52.0141049202,49.450808668,962.53,984.43617258,940.6238274200001,4.5517798872,0.5124312684,88.6,89.5,9.3,435.0,1950.0,480.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4715.0,48.0
 วันที่ 22-26 พฤษภาคม 2560 ,201721,0,106,6.347276662997314,0,-3.5425921836,-1.4933957104000002,-2.0491964734,12.8847677022,23.959686234,37.566565536,43.464805026,-125.13138108000001,40.414507832000005,962.6375,986.29198662,938.98301338,4.9147252036,0.11394350140000001,88.6,89.5,9.3,435.0,1950.0,480.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4715.0,48.0
 วันที่ 29 พฤษภาคม-2 มิถุนายน2560 ,201722,1,112,6.379259416304224,0,-10.958913434,-5.97136453325,-4.9875489,7.3203340935,5.7777631005,11.49736104325,16.0482820645,-141.66463496,31.649226695000003,954.596875,994.18359845,915.01015155,8.29631682575,-0.0025709987499999976,88.6,89.5,9.3,435.0,1950.0,480.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4715.0,48.0
 วันที่ 5-9 มิถุนายน 2560,201723,1,113,6.5780119299431075,0,-10.763772741,-9.4285958876,-1.3351768555999999,29.054832138000002,17.7325077728,10.8077817864,9.153015702400001,-5.050308769999998,42.936780086,943.985,985.93213984,902.0378601599999,8.8863718872,0.3518358466,88.6,89.5,9.3,450.0,1950.0,495.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4730.0,48.0
 วันที่ 12-16 มิถุนายน 2560,201724,0,142,7.42067448896465,-1,-6.7032125028,-8.3481664786,1.6449539754,38.345423134,35.438970186,29.861524892,26.140021516,55.200843894,45.8739707,935.64,966.8241032599999,904.4558967400001,6.66298436,0.48399077320000006,88.6,89.5,9.3,450.0,1950.0,495.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4730.0,48.0
 วันที่ 19-23 มิถุนายน 2560 ,201725,0,91,5.67846533139455,0,-6.1855842952,-6.5941791634,0.40859486799999994,24.8400757536,37.73632591,39.208391216,38.444974226,-103.813611548,38.409779486000005,928.9300000000001,950.1294612199999,907.73053878,4.564107817,0.24764781060000002,88.6,89.5,9.3,450.0,1950.0,495.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4730.0,48.0
 วันที่ 26-30 มิถุนายน 2560,201726,1,141,7.212172101557675,0,-8.5468507362,-7.8482850594,-0.6985656768,37.460317462,20.986959203999998,23.86790732,27.566121852000002,-45.836712366,42.031818964,924.4925,948.16311044,900.8218895599999,5.1207362294,0.3570977476,88.6,89.5,9.3,450.0,1950.0,495.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4730.0,48.0
 วันที่ 3-7 กรกฎาคม 2560,201727,1,124,6.704633482406434,0,4.23362700825,-3.508498459,7.742125465,94.177919545,72.8745888425,45.96621791,35.7486639075,173.30347525,71.8328486125,932.121875,974.7491716750001,889.494578325,9.139976830250001,1.12319524475,88.6,89.5,9.3,450.0,1950.0,495.0,2150.0,25.0,4255.0,34.0,101.0,4235.0,4730.0,48.0
 วันที่ 10-14 กรกฎาคม 2560,201728,0,145,7.153404849346289,1,18.739704602,8.502217512600001,10.2374870896,81.798071612,91.43908986599999,88.134295538,81.89868215999999,85.22566172,69.876366262,948.735,1027.6436664,869.82633358,16.627820698,0.8879801580000001,88.7,89.5,9.4,410.0,1950.0,460.0,2150.0,25.0,4260.0,34.0,101.0,4235.0,4695.0,48.0
 วันที่ 17-21 กรกฎาคม 2560,201729,0,92,5.607947563043445,0,17.343745136000003,14.822672212,2.5210729254,74.89603024600001,71.523629492,78.044269734,82.08629515,35.452481526,60.703125674,964.4325000000001,1049.5611371999998,879.30386264,17.655239234,0.7047544774000001,88.7,89.5,9.4,410.0,1950.0,460.0,2150.0,25.0,4260.0,34.0,101.0,4235.0,4695.0,48.0
 วันที่ 24-27 กรกฎาคม 2560,201730,0,94,5.965934765168167,0,14.031477839999999,15.287350046,-1.2558722037999999,67.572614778,72.213517514,72.95165456,72.80805863399999,-31.24368971,55.52258286600001,985.8575000000001,1045.684763,926.0302368999999,12.1526155054,0.5566535572,88.7,89.5,9.4,410.0,1950.0,460.0,2150.0,25.0,4260.0,34.0,101.0,4235.0,4695.0,48.0
 วันที่ 31 กรกฎาคม- 4 สิงหาคม 2560,201731,0,102,6.037423283914794,0,6.0855451806000005,11.1512219876,-5.065676806400001,15.158920136,40.223393922,56.831180315999994,62.628001312,-149.26825104,46.109612872,994.9174999999999,1030.5759756,959.25902458,7.1695966386,0.1222510024,88.7,89.5,9.4,410.0,1950.0,460.0,2150.0,25.0,4260.0,34.0,101.0,4235.0,4695.0,48.0
 วันที่ 7-11 สิงหาคม 2560,201732,0,145,7.124440200645017,0,-2.6907919772,3.4378922294,-6.128684207,14.7637288456,12.816533571799999,18.464697146,24.639649264,-93.88243413800001,43.331099957999996,983.2299999999999,1022.9168858,943.5431139,8.0738048306,0.13687454699999999,88.7,89.5,9.3,370.0,1940.0,475.0,2225.0,25.0,4381.0,35.0,101.0,4301.0,4777.0,49.4
 วันที่ 15-18 สิงหาคม 2560 ,201733,1,141,7.260959983093863,0,-11.1298285614,-4.7382715708,-6.3915569912,9.034758780999999,8.4555901046,11.1208300846,11.921901729199998,-110.43745564399998,37.63444164,968.2,1021.0172478000001,915.38275218,10.911833924,0.12698091900000003,88.7,89.5,9.3,370.0,1940.0,475.0,2225.0,25.0,4381.0,35.0,101.0,4301.0,4777.0,49.4
 วันที่ 21-25 สิงหาคม 2560,201734,0,101,5.959971856510171,0,-11.23986768,-9.455876483599999,-1.7839911958,21.288541508,16.351061288,11.712531030200001,10.373206828399999,-16.198967060999998,42.622526306,952.1524999999999,997.93378856,906.3712114,9.612741807199999,0.3323237486,88.7,89.5,9.3,370.0,1940.0,475.0,2225.0,25.0,4381.0,35.0,101.0,4301.0,4777.0,49.4
 วันที่ 28 สิงหาคม - 1 กันยายน 2560,201735,1,117,6.300062320124548,0,-9.103708873799999,-9.640538391000002,0.5368295174,26.885858978600005,23.53365536,21.535763432,20.010491748,33.55404661319999,43.559446601999994,940.4075,968.2917216600001,912.52327834,5.9295206184,0.4071864366,88.7,89.5,9.3,370.0,1940.0,475.0,2225.0,25.0,4381.0,35.0,101.0,4301.0,4777.0,49.4
 วันที่ 4-8 กันยายน 2560,201736,0,119,6.38548229679277,0,-1.277983711,-6.2476453795,4.96966166825,79.94101375,57.066634122500005,37.548384235,31.444444465,185.1603120425,58.5122963725,939.26875,967.6793407,910.8581593,6.04935363225,1.000902573,88.7,89.5,9.3,370.0,1940.0,475.0,2225.0,25.0,4381.0,35.0,101.0,4301.0,4777.0,49.4
 วันที่ 11-15 กันยายน 2560,201737,1,117,6.920191371767157,0,2.3836466542,-1.3515711218,3.7352177758,75.42577020799999,74.18242372,69.971431316,64.668269392,53.0689403814,54.880949998000006,944.8675,976.25517324,913.4798267599999,6.643659448399999,0.7904744256,88.7,89.5,9.2,345.0,1940.0,475.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4801.0,49.9
 วันที่ 18-22 กันยายน 2560,201738,0,173,8.357531410128967,0,5.0518646228,2.4517716203999997,2.6000930024,85.351778388,82.471890582,78.299030804,76.75541338000001,68.902078612,57.45751246,954.0525,986.28857066,921.8164293399999,6.7577450212,0.7721059252,88.7,89.5,9.2,345.0,1940.0,475.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4801.0,49.9
 วันที่ 25-29 กันยายน 2560,201739,0,112,6.935313991461069,0,4.905445800000001,4.3890401273999995,0.5164056728,65.142135448,76.138173936,81.247890838,82.112825484,-8.546154006000004,52.117874447999995,962.735,987.81209454,937.65790546,5.2127717564000005,0.5445096668,88.7,89.5,9.2,345.0,1940.0,475.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4801.0,49.9
 วันที่ 2-6 ตุลาคม 2560,201740,1,157,7.913463508358914,0,2.0650206869999996,3.3021931199999996,-1.237172433,50.0,51.191167717999996,60.048591271999996,65.10555928400001,-70.55871627580001,50.466045912,965.655,980.52758796,950.78241204,3.080344702,0.3815819544,88.7,89.5,9.2,345.0,1940.0,475.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4801.0,49.9
 วันที่ 9-12 ตุลาคม 2560,201741,1,110,6.246135232422109,0,3.3747462356,2.8112141012,0.5635321342,65.05100108399999,58.126858026,53.500320927999994,52.51575802,118.70703688600001,57.352978218,967.3975,983.32101994,951.47398006,3.2913557632,0.7732431564000001,89.5,90.2,9.2,301.0,1940.0,430.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4757.0,49.5
 วันที่ 16-20 ตุลาคม 2560,201742,0,180,8.819942019507018,0,7.0818256234,5.172189402,1.9096362216,64.13793103399999,70.6747526,67.01320130799999,64.290768114,79.870129136,57.418197194,972.0075,996.830166,947.184834,5.1073752568,0.764897484,89.5,90.2,9.2,301.0,1940.0,430.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4757.0,49.5
 วันที่ 23-27 ตุลาคม 2560,201743,1,192,8.234242949115263,0,4.6566908644,5.4847134107999995,-0.8280225464,45.615763546,52.433497538000005,60.968019698,64.38148274599999,-41.7844515634,51.2528286,974.2975,999.00283052,949.5921694799999,5.0715190692,0.5257457434,89.5,90.2,9.2,301.0,1940.0,430.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4757.0,49.5
 วันที่ 30 ตุลาคม - 3 พฤศจิกายน 2560,201744,1,154,7.372121456121214,0,3.5445494069999994,4.0800515526,-0.5355021456,61.756865254000004,50.298571458,47.413524666,48.302686804000004,40.155296314,55.96259096,978.5200000000001,999.17022208,957.8697778399999,4.2208961308,0.6561175978,89.5,90.2,9.2,301.0,1940.0,430.0,2250.0,25.0,4431.0,35.0,101.0,4326.0,4757.0,49.5
 วันที่ 6-10 พฤศจิกายน 2560,201745,0,116,6.5698670395202345,0,5.7382570992,4.9083324699999995,0.8299246292,67.27859710999999,73.373272248,66.816525068,62.059993312,72.922112538,57.075533724,984.1625,1002.9737912,965.3512086799999,3.8229691094000002,0.7058151422,89.5,90.2,9.3,301.0,1940.0,425.0,2250.0,25.0,4425.0,35.0,101.0,4326.0,4752.0,49.5
วันที่ 14-18 พฤศจิกายน 2560,201746,1,250,9.27557475357601,0,1.8802401094,3.8078534777999997,-1.9276133684,21.0043290036,30.975918995999997,50.841860064,58.630717378,-73.97626926400001,47.520108994,982.4575000000001,1001.2085676,963.7064322599999,3.8172713887999996,0.3271144158,89.5,90.2,9.3,301.0,1940.0,425.0,2250.0,25.0,4425.0,35.0,101.0,4326.0,4752.0,49.5
 วันที่ 20-24 พฤศจิกายน 2560,201747,0,120,7.097953464749674,0,2.70412796925,2.666503336,0.03762463374999997,61.515151515,45.2121212125,31.3078068825,30.43096094,50.299770572499995,55.9276117675,983.95,1003.8828885,964.01711145,4.05160841875,0.710629649,89.5,90.2,9.3,301.0,1940.0,425.0,2250.0,25.0,4425.0,35.0,101.0,4326.0,4752.0,49.5
วันที่ 27 พฤศจิกายน - 1 ธันวาคม2560,201748,1,155,7.913722332710483,0,3.766042188,3.298901017,0.467141171,61.33333333200001,63.32121212,58.43878787999999,53.297893218,54.103358358,54.56747041999999,987.7375,1005.9934228,969.48157716,3.696620978,0.622584428,89.5,90.2,9.3,301.0,1940.0,425.0,2250.0,25.0,4425.0,35.0,101.0,4326.0,4752.0,49.5
 วันที่ 4-8 ธันวาคม 2560,201749,0,173,7.824673241449896,0,4.615531520399999,3.9890433008,0.6264882197999999,67.264056224,67.504965312,64.98199434200001,64.214623038,77.7030399312,56.036850390000005,989.2375,1008.8567655999999,969.61823444,3.966476524,0.7322065556,89.5,90.2,9.3,301.0,1940.0,425.0,2250.0,25.0,4425.0,35.0,101.0,4326.0,4752.0,49.5
วันที่ 11-15 ธันวาคม 2560,201750,0,142,7.2637190217222125,1,0.07665935660000009,2.6090055552,-2.5323461984,16.6813744316,35.958427952,53.265425026,58.821220436,-154.20478104,42.075822964,989.475,1009.1326774000001,969.8173225,3.9733992052000007,0.12058320600000001,89.5,90.2,9.3,301.0,1940.0,445.0,2225.0,25.0,4425.0,35.0,106.0,4306.0,4752.0,49.5
 วันที่ 18-22 ธันวาคม 2560,201751,0,139,7.4492140103307865,0,-6.8223424906000005,-2.2981308508,-4.5242116396,3.4530840102,6.2757691012,14.8401915112,21.274781834,-122.42670089999999,32.884776252,984.0075,1014.4637476,953.55125242,6.1929015204,-2.0040200000001618e-05,89.5,90.2,9.3,301.0,1940.0,445.0,2225.0,25.0,4425.0,35.0,106.0,4306.0,4752.0,49.5
วันที่ 25-29 ธันวาคม 2560,201752,1,138,6.836387600467535,0,-9.4210870815,-6.53896733525,-2.88211974625,11.77070881925,8.07202393925,5.77164997525,5.88135140325,-73.54125633999999,37.347617317499996,974.925,1012.7209399999999,937.129060025,7.754158807,0.21117758775,89.5,90.2,9.3,301.0,1940.0,445.0,2225.0,25.0,4425.0,35.0,106.0,4306.0,4752.0,49.5
 วันที่ 3-5 มกราคม 2561,201801,0,122,6.738967874707298,0,-6.8092914355000005,-7.40647352325,0.5971820879999999,35.8726324,22.08517069,14.14894575625,11.27656553275,91.021175445,49.3876843475,968.003125,1000.637603425,935.368646475,6.740783427,0.50838930225,89.5,90.2,9.3,301.0,1940.0,445.0,2225.0,25.0,4425.0,35.0,106.0,4306.0,4752.0,49.5
 วันที่ 8-12 มกราคม 2561,201802,1,155,7.561559449048257,0,-4.682769461,-5.833999519200001,1.151230058,35.921640606,37.653517688,32.779939328,28.955632474000005,-2.1646769679999993,44.25570429,961.5825000000001,980.3356181400001,942.8293818599999,3.8994808982,0.4298030774,89.5,90.1,9.3,302.0,1950.0,470.0,2160.0,25.0,4392.0,33.0,106.0,4248.0,4718.0,49.1
วันที่ 15-19 มกราคม 2561,201803,1,137,7.230881618097328,0,-2.50218293025,-4.41983549575,1.91765256575,80.7782466025,55.8777392525,43.65052123,40.649425,95.1672105925,53.5775123625,959.871875,976.089133825,943.654616175,3.3788826905000002,0.8616912219999999,89.5,90.1,9.3,302.0,1950.0,470.0,2160.0,25.0,4392.0,33.0,106.0,4248.0,4718.0,49.1
 วันที่ 22-26 มกราคม 2561,201804,1,133,7.127882001397641,0,3.0579599924,-0.7500857658,3.808045758,87.63041854000001,88.05136211,76.8766964,69.318198524,139.629439788,62.296191220000004,966.2299999999999,989.8822708399999,942.57772916,4.894530069,0.9687208245999999,89.5,90.1,9.3,302.0,1950.0,470.0,2160.0,25.0,4392.0,33.0,106.0,4248.0,4718.0,49.1
 วันที่ 29 มกราคม - 2 กุมภาพันธ์ 2561,201805,0,170,8.060359630862273,0,6.2481051648,3.5542068286000004,2.6938983361999997,76.69558657,81.934300662,85.752721516,86.645419402,50.056585798,59.120565844,975.2425,1002.3819374999999,948.1030625,5.5653652368,0.7795484424,89.5,90.1,9.3,302.0,1950.0,470.0,2160.0,25.0,4392.0,33.0,106.0,4248.0,4718.0,49.1
 วันที่ 5-9 กุมภาพันธ์ 2561,201806,1,128,6.885232318608433,0,3.7586618486,4.2253332066,-0.4666713584,62.157676349999996,63.103734442,70.390112134,74.108184334,-49.6688034612,51.622823854,979.5674999999999,1004.8716947999999,954.26330526,5.167466999,0.5476654662,89.5,90.1,9.3,302.0,1950.0,530.0,2100.0,25.0,4392.0,33.0,106.0,4188.0,4718.0,49.1
 วันที่ 12 - 15 กุมภาพันธ์ 2561,201807,1,149,7.216778626031382,0,7.9460021478,5.4494351988,2.4965669498,94.694933038,83.780905796,72.595368048,69.08760267,149.66958294,65.65772496,989.1850000000001,1012.8733926000001,965.4966072,4.7871157208,1.0501201988,89.5,90.1,9.3,302.0,1950.0,530.0,2100.0,25.0,4392.0,33.0,106.0,4188.0,4718.0,49.1
 วันที่ 19 -23 กุมภาพันธ์ 2561,201808,1,110,6.116457299216464,0,13.563447997499999,9.608654216,3.9547937795,90.35882389,91.32731477,90.59200271499999,88.0005525,107.2792837075,70.1322500775,999.35625,1035.8449805,962.86751965,7.300811544,0.9538478905000001,89.5,90.1,9.3,302.0,1950.0,530.0,2100.0,25.0,4392.0,33.0,106.0,4188.0,4718.0,49.1
วันที่ 26 กุมภาพันธ์ - 2 มีนาคม 2561,201809,1,116,6.357928248496442,0,16.940584106,13.478600842,3.4619832623999995,91.286964298,90.627350704,90.44835508,90.73481364599999,132.74436109,74.49013287800001,1010.5450000000001,1059.1923572,961.89764276,9.623475815399999,0.9113720257999999,89.5,90.1,9.3,302.0,1950.0,530.0,2100.0,25.0,4392.0,33.0,106.0,4188.0,4718.0,49.1
 วันที่  5 - 9 มีนาคม 2561,201810,0,98,5.60248075904947,0,21.200487024,18.25934904,2.941137986,82.533510638,90.49605033600001,91.972388994,91.86551888400001,77.62418179599999,71.000672416,1031.1550000000002,1087.2218892,975.08811088,10.8782518774,0.784802366,89.5,90.1,9.3,302.0,1960.0,555.0,2065.0,25.0,4392.0,33.0,106.0,4163.0,4718.0,49.1
วันที่ 12 - 16 มีนาคม 2561,201811,0,110,6.113188214870265,0,13.228014362,16.729040658,-3.5010262966,48.720364497999995,59.741251567999996,73.696253742,79.513084262,-57.680344108,54.498738602,1044.3925,1081.763991,1007.0210089799999,7.1578838472,0.472687915,89.5,90.1,9.3,302.0,1960.0,555.0,2065.0,25.0,4392.0,33.0,106.0,4163.0,4718.0,49.1
วันที่  19 - 23 มีนาคม 2561,201812,1,131,6.6581040920715076,0,5.1283858754,10.5714271024,-5.4430412276,14.3287208082,25.513048404,38.747260308,45.585187644,-100.22817218,47.480635308000004,1046.8475,1080.2302728,1013.4647272,6.3777932728,0.21295443239999998,89.5,90.1,9.3,302.0,1960.0,555.0,2065.0,25.0,4392.0,33.0,106.0,4163.0,4718.0,49.1
 วันที่  26 - 30 มีนาคม 2561,201813,1,112,6.314741882723632,0,0.46688534525000003,4.92172777625,-4.45484243075,24.1467576775,19.3449404475,19.010374702500002,21.4551703025,-63.028449075,47.28389595,1044.290625,1081.09850925,1007.48274075,7.049567563,0.26445432975,89.5,90.1,9.3,302.0,1960.0,555.0,2065.0,25.0,4392.0,33.0,106.0,4163.0,4718.0,49.1
วันที่  2 - 5 เมษายน 2561,201814,1,105,6.18184092360096,0,0.15914073860000003,1.9926462545999999,-1.8335055162,46.135808501999996,36.39493588,27.921698735999996,24.536449196,-4.366029258000002,49.814918567999996,1036.3899999999999,1063.2638012,1009.5161988,5.1831251277999995,0.4004593892,89.5,90.1,9.3,302.0,1960.0,555.0,2065.0,25.0,4392.0,33.0,106.0,4163.0,4718.0,49.1
วันที่  9 - 12 เมษายน 2561,201815,0,141,6.82823507092569,0,3.3275291622,1.9020906902,1.4254384718000002,85.066047516,71.28007253,56.295660512,49.549293846,124.17958664,57.56451632000001,1033.9975,1056.1631834,1011.8318165999999,4.2870055518,0.901807983,89.5,90.1,9.3,302.0,1970.0,550.0,2065.0,25.0,4392.0,30.0,103.0,4168.0,4718.0,49.1
วันที่ 17 - 20 เมษายน 2561,201816,0,149,7.438586773550208,0,3.848774527,3.5221635694,0.3266109578,66.447761196,76.27362566,78.98489456600001,77.21887027,-0.9004769060000001,50.26149181,1036.5725,1060.8529483999998,1012.2920516,4.6847966698,0.5521376986,89.5,90.1,9.3,302.0,1970.0,550.0,2065.0,25.0,4392.0,30.0,103.0,4168.0,4718.0,49.1
วันที่  23 - 27 เมษายน 2561,201817,1,123,6.591541801468351,0,-0.8737038386,1.447684728,-2.3213885666,53.970149254,54.686567163999996,62.51415221800001,66.913439578,-85.596941914,46.476073328,1037.2,1061.3103085999999,1013.0896914000001,4.6491754242,0.3281547024,89.5,90.1,9.3,302.0,1970.0,550.0,2065.0,25.0,4392.0,30.0,103.0,4168.0,4718.0,49.1
วันที่ 30 เมษายน - 4 พฤษภาคม 2561,201818,0,149,7.160052139955126,0,1.2897082328,0.6977989708,0.5919092619999999,65.74454119800001,65.79517109,59.63947559,57.741114858,62.42667289800001,53.5609905,1039.6625,1062.1758750000001,1017.1491249999999,4.331087789,0.611158595,89.5,90.1,9.3,302.0,1970.0,550.0,2065.0,25.0,4392.0,30.0,103.0,4168.0,4718.0,49.1
วันที่ 7 - 11 พฤษภาคม 2561,201819,0,142,7.422494490757133,0,-2.8400677472,-0.4081580046,-2.4319097426,9.5555728824,29.721005090400002,49.430413876,55.739068938,-98.501775674,42.429384328,1035.925,1062.1450198,1009.7049801999999,5.062434244,0.08988039960000001,88.2,89.0,10.0,530.0,1995.0,415.0,2290.0,25.0,4280.0,32.0,103.0,4420.0,4835.0,48.5
 วันที่ 14 - 18 พฤษภาคม 2561,201820,1,125,6.531876624775337,0,-7.1982477686,-4.084667488799999,-3.1135802798,15.057364866399999,15.671119972,17.087432970000002,20.719953466,-96.351214204,41.93813543,1027.0525,1056.8936626,997.2113375000001,5.812329059,0.1529471096,88.2,89.0,10.0,530.0,1995.0,415.0,2290.0,25.0,4280.0,32.0,103.0,4420.0,4835.0,48.5
วันที่ 21-25 พฤษภาคม 2561,201821,0,176,8.187227094563905,1,-3.964578909,-5.3430036298,1.3784247204,65.546875,40.318037272000005,25.510818620000002,21.181271404,112.66724341599999,53.820737346,1024.49,1058.8251372,990.15486286,6.7028379692,0.6443562238,88.2,89.0,10.0,530.0,1995.0,415.0,2290.0,25.0,4280.0,32.0,103.0,4420.0,4835.0,48.5
วันที่ 28  พฤษภาคม - 1 มิถุนายน 2561,201822,0,198,8.800788652622492,0,-0.69865172275,-2.60659799925,1.9079462765,49.42946058,61.5609293175,57.997222612499996,51.69148871,20.7276557145,48.7008012725,1022.390625,1052.92307125,991.85817865,5.97193625775,0.513026729,88.2,89.0,10.0,530.0,1995.0,415.0,2290.0,25.0,4280.0,32.0,103.0,4420.0,4835.0,48.5
วันที่ 4 - 8 มิถุนายน 2561,201823,0,123,7.013729579438059,0,-6.541897011800001,-3.6742925354000002,-2.8676044756000003,8.6324043318,25.2474305442,42.302061132,49.071260613999996,-132.780780776,36.742715652,1015.9100000000001,1047.3607092,984.4592907599999,6.193958202399999,0.0749199154,88.2,89.0,10.0,530.0,1995.0,415.0,2290.0,25.0,4280.0,32.0,103.0,4420.0,4835.0,48.5
วันที่ 11-15 มิถุนายน 2561,201824,0,131,6.850237336313357,0,-19.499874522,-11.3916670312,-8.1082074878,1.6592865666,3.1376061424,8.8903446512,13.835650151600001,-138.56336084,24.20195133,1002.11,1063.8516551999999,940.36834476,12.3353711008,-0.0419717062,88.2,89.0,10.0,505.0,2000.0,385.0,2290.0,25.0,4280.0,32.0,103.0,4425.0,4810.0,48.5
 วันที่ 18-22 มิถุนายน 2561,201825,0,141,6.773791016681294,1,-32.551618416000004,-23.161081353999997,-9.390537062,19.4173879716,11.140379748600001,6.0112510303999995,4.740445898,-115.31694045399999,19.988160338,975.2950000000001,1074.8865658,875.7034343600001,20.438445052,0.0811745814,88.2,89.0,10.0,505.0,2000.0,385.0,2290.0,25.0,4280.0,32.0,103.0,4425.0,4810.0,48.5
วันที่ 25-29 มิถุนายน 2561,201826,0,149,7.309228879507474,0,-37.594179218,-32.103249934000004,-5.4909292812,12.728182743,17.290991568,17.251445018,15.695358566,-89.87084254999999,20.779209262000002,936.3825,1038.4186162,834.3463837200001,21.788873704,0.15465956320000002,88.2,89.0,10.0,505.0,2000.0,385.0,2290.0,25.0,4280.0,32.0,103.0,4425.0,4810.0,48.5
วันที่ 2 - 6 กรกฎาคม 2561,201827,0,158,6.64796750778488,0,-37.6584749975,-35.91443838,-1.74403661425,10.278353205750001,9.18891950225,12.35317592,14.2187005575,-102.506848195,22.900382565,902.16875,986.04083125,818.296668725,18.582045985,0.22244574925,88.2,89.0,10.0,505.0,2000.0,385.0,2290.0,25.0,4280.0,32.0,103.0,4425.0,4810.0,48.5
วันที่ 9-13 กรกฎาคม 2561,201828,1,110,6.328443798509863,0,-33.358321317999994,-34.885905846,1.5275845287999998,9.1179616122,11.6663995862,10.6771159168,10.3845368196,-115.745429556,29.676931002000003,876.3950000000001,932.3692011999999,820.4207988000001,12.761207868,0.1583201662,88.9,89.6,9.25,465.0,2045.0,580.0,2040.0,25.0,4310.0,32.0,103.0,4220.0,4800.0,48.5
วันที่ 16-20 กรกฎาคม 2561,201829,1,161,8.13449583637679,0,-29.213400942,-32.41648735,3.2030864092,33.82853304,20.64793686,14.528711248000002,13.076145268,-33.7284803294,36.355820392,856.4475,897.0913568,815.8036432,9.4878968522,0.3248719398,88.9,89.6,9.25,465.0,2045.0,580.0,2040.0,25.0,4310.0,32.0,103.0,4220.0,4800.0,48.5
วันที่ 23-26 กรกฎาคม 2561,201830,1,118,6.9339749298658955,0,-18.133195219999998,-25.238391408000002,7.105196186399999,67.617745938,52.942480186,39.586337177999994,33.248477068,95.691372566,45.202638356,849.0625,877.0570379799999,821.0679620200001,6.594074301800001,0.6931857632,88.9,89.6,9.25,465.0,2045.0,580.0,2040.0,25.0,4310.0,32.0,103.0,4220.0,4800.0,48.5
