Dates,PX_LAST,PX_SETTLE,PX_VOLUME
26/2/2003,579.25,579.25,17650
27/2/2003,581.5,581.5,20543
28/2/2003,577,577,10963
3/3/2003,576.75,576.75,32111
4/3/2003,571,571,45284
5/3/2003,567.5,567.5,29111
6/3/2003,562.25,562.25,35849
7/3/2003,563.25,563.25,48277
10/3/2003,565.75,565.75,21138
11/3/2003,571.5,571.5,36681
12/3/2003,565.5,565.5,31188
13/3/2003,575.25,575.25,41753
14/3/2003,574.5,574.5,25647
17/3/2003,568.25,568.25,28279
18/3/2003,574,574,30701
19/3/2003,570.5,570.5,19643
20/3/2003,574.5,574.5,21772
21/3/2003,576.75,576.75,22505
24/3/2003,569.75,569.75,22505
25/3/2003,573.5,573.5,19752
26/3/2003,569,569,42883
27/3/2003,580.25,580.25,44705
28/3/2003,580,580,23439
31/3/2003,574.5,574.5,38246
1/4/2003,573.75,573.75,29006
2/4/2003,586.75,586.75,50671
3/4/2003,585.25,585.25,44469
4/4/2003,590.75,590.75,24437
7/4/2003,598.75,598.75,41621
8/4/2003,601,601,34785
9/4/2003,604,604,40566
10/4/2003,601,601,35786
11/4/2003,600.25,600.25,32754
14/4/2003,607.75,607.75,43372
15/4/2003,610.5,610.5,35566
16/4/2003,609.25,609.25,21896
17/4/2003,622,622,37058
18/4/2003,622,622,37058
21/4/2003,616.5,616.5,22280
22/4/2003,610,610,31092
23/4/2003,603,603,27826
24/4/2003,602.5,602.5,22743
25/4/2003,599,599,21923
28/4/2003,605,605,26587
29/4/2003,620.75,620.75,18737
30/4/2003,623.5,623.5,13252
1/5/2003,631.5,631.5,55868
2/5/2003,631,631,42020
5/5/2003,627.75,627.75,52141
6/5/2003,629.5,629.5,44151
7/5/2003,627,627,45365
8/5/2003,624.5,624.5,42611
9/5/2003,638,638,47237
12/5/2003,642.5,642.5,46849
13/5/2003,644.25,644.25,27998
14/5/2003,649.25,649.25,43580
15/5/2003,648.75,648.75,44696
16/5/2003,642,642,44135
19/5/2003,637,637,38177
20/5/2003,642.75,642.75,55416
21/5/2003,640,640,38217
22/5/2003,626.75,626.75,54270
23/5/2003,628.25,628.25,36570
26/5/2003,628.25,628.25,36570
27/5/2003,630.5,630.5,40719
28/5/2003,623,623,35068
29/5/2003,630,630,38065
30/5/2003,624.5,624.5,42464
2/6/2003,612.5,612.5,55894
3/6/2003,610.25,610.25,35395
4/6/2003,615.25,615.25,38245
5/6/2003,618.75,618.75,48871
6/6/2003,631.5,631.5,39821
9/6/2003,625.5,625.5,33507
10/6/2003,633.5,633.5,39927
11/6/2003,629.5,629.5,44811
12/6/2003,624.5,624.5,43009
13/6/2003,614.5,614.5,45120
16/6/2003,617.25,617.25,22987
17/6/2003,621.25,621.25,28244
18/6/2003,629,629,30256
19/6/2003,630,630,31294
20/6/2003,629.25,629.25,25874
23/6/2003,630.25,630.25,23356
24/6/2003,635.75,635.75,30446
25/6/2003,642.75,642.75,21101
26/6/2003,628.25,628.25,31250
27/6/2003,631.5,631.5,21308
30/6/2003,621.25,621.25,16443
1/7/2003,618.25,618.25,14275
2/7/2003,619.25,619.25,14561
3/7/2003,614.75,614.75,16061
4/7/2003,614.75,614.75,16061
7/7/2003,605.5,605.5,22602
8/7/2003,601.75,601.75,21877
9/7/2003,610,610,19613
10/7/2003,602.75,602.75,17918
11/7/2003,604.25,604.25,15704
14/7/2003,599.5,599.5,17711
15/7/2003,585.25,585.25,21133
16/7/2003,582,582,17299
17/7/2003,572.75,572.75,20133
18/7/2003,560.5,560.5,23942
21/7/2003,557.75,557.75,17131
22/7/2003,561.75,561.75,16314
23/7/2003,556.75,556.75,15335
24/7/2003,547.75,547.75,14694
25/7/2003,549.5,549.5,15950
28/7/2003,554.25,554.25,11996
29/7/2003,539.5,539.5,14897
30/7/2003,534.5,534.5,14514
31/7/2003,532.5,532.5,8529
1/8/2003,524.5,524.5,6846
4/8/2003,523,523,3635
5/8/2003,519.5,519.5,6738
6/8/2003,520,520,4199
7/8/2003,519.25,519.25,5903
8/8/2003,524,524,3696
11/8/2003,535.25,535.25,6628
12/8/2003,550.25,550.25,8189
13/8/2003,547.25,547.25,6582
14/8/2003,551.75,551.75,5852
15/8/2003,552.25,552.25,2837
18/8/2003,582.25,582.25,8545
19/8/2003,567.75,567.75,8597
20/8/2003,576.5,576.5,7957
21/8/2003,578.5,578.5,6913
22/8/2003,586.25,586.25,7945
25/8/2003,586.25,586.25,3333
26/8/2003,576.75,576.75,5475
27/8/2003,582.5,582.5,4147
28/8/2003,590.5,590.5,4814
29/8/2003,595,595,3718
1/9/2003,595,595,3718
2/9/2003,574.5,574.5,1804
3/9/2003,580.75,580.75,633
4/9/2003,588.25,588.25,272
5/9/2003,587.25,587.25,283
8/9/2003,590,590,934
9/9/2003,598.5,598.5,375
10/9/2003,596.5,596.5,675
11/9/2003,615.75,615.75,923
12/9/2003,623,623,1278
15/9/2003,619,619,666
16/9/2003,610.75,610.75,468
17/9/2003,617.25,617.25,294
18/9/2003,627,627,572
19/9/2003,638,638,373
22/9/2003,651.25,651.25,2413
23/9/2003,651,651,940
24/9/2003,653,653,651
25/9/2003,655.5,655.5,544
26/9/2003,656.5,656.5,794
29/9/2003,683.25,683.25,1417
30/9/2003,677.25,677.25,1143
1/10/2003,687.25,687.25,727
2/10/2003,697,697,1381
3/10/2003,678,678,664
6/10/2003,684,684,1130
7/10/2003,687.75,687.75,871
8/10/2003,678.5,678.5,310
9/10/2003,692.5,692.5,478
10/10/2003,713.5,713.5,1002
13/10/2003,731.5,731.5,2765
14/10/2003,741.5,741.5,1662
15/10/2003,727.5,727.5,1366
16/10/2003,725.5,725.5,881
17/10/2003,729.25,729.25,1013
20/10/2003,729.25,729.25,983
21/10/2003,730.25,730.25,734
22/10/2003,749.75,749.75,858
23/10/2003,763.75,763.75,2244
24/10/2003,762.5,762.5,714
27/10/2003,758.5,758.5,726
28/10/2003,782,782,597
29/10/2003,800,800,567
30/10/2003,793.5,793.5,417
31/10/2003,794.25,794.25,794
3/11/2003,797,797,63308
4/11/2003,763.25,763.25,79039
5/11/2003,773,773,75528
6/11/2003,765,765,54445
7/11/2003,748.5,748.5,54757
10/11/2003,762,762,73786
11/11/2003,775.75,775.75,56250
12/11/2003,770,770,70904
13/11/2003,776,776,38524
14/11/2003,778.5,778.5,46560
17/11/2003,780,780,41673
18/11/2003,777,777,55386
19/11/2003,748.75,748.75,60165
20/11/2003,759.25,759.25,40693
21/11/2003,753.5,753.5,59802
24/11/2003,737.25,737.25,48208
25/11/2003,746,746,43596
26/11/2003,745.75,745.75,28625
27/11/2003,745.75,745.75,28625
28/11/2003,756.25,756.25,22659
1/12/2003,761,761,35686
2/12/2003,773.25,773.25,52432
3/12/2003,778.25,778.25,42828
4/12/2003,769,769,40412
5/12/2003,760.5,760.5,38833
8/12/2003,770.75,770.75,34797
9/12/2003,787,787,44946
10/12/2003,785,785,35604
11/12/2003,766.75,766.75,44270
12/12/2003,776.25,776.25,38933
15/12/2003,773,773,25286
16/12/2003,764.25,764.25,20037
17/12/2003,768.5,768.5,18981
18/12/2003,759.5,759.5,16413
19/12/2003,764.75,764.75,13618
22/12/2003,753.75,753.75,15064
23/12/2003,741.25,741.25,16678
24/12/2003,759.75,759.75,13556
25/12/2003,759.75,759.75,13556
26/12/2003,792,792,19946
29/12/2003,784.5,784.5,18424
30/12/2003,777.5,777.5,15344
31/12/2003,789,789,15344
1/1/2004,789,789,15344
2/1/2004,798.25,798.25,35273
5/1/2004,800.5,800.5,40447
6/1/2004,800.5,800.5,576
7/1/2004,793.75,793.75,43875
8/1/2004,797.5,797.5,32682
9/1/2004,793,793,37678
12/1/2004,822.75,822.75,63441
13/1/2004,839,839,77533
14/1/2004,841.5,841.5,64595
15/1/2004,835,835,47667
16/1/2004,835.75,835.75,464
19/1/2004,835.75,835.75,464
20/1/2004,828.25,828.25,36030
21/1/2004,842,842,52671
22/1/2004,840.5,840.5,37401
23/1/2004,839.25,839.25,66342
26/1/2004,847.5,847.5,40166
27/1/2004,835.5,835.5,40848
28/1/2004,804.75,804.75,61925
29/1/2004,809,809,42111
30/1/2004,819.5,819.5,674
2/2/2004,793,793,51938
3/2/2004,802.5,802.5,37101
4/2/2004,805.75,805.75,38409
5/2/2004,832.25,832.25,48347
6/2/2004,840,840,44952
9/2/2004,847.5,847.5,55833
10/2/2004,834.75,834.75,65935
11/2/2004,838,838,43934
12/2/2004,822,822,31875
13/2/2004,829,829,544
16/2/2004,829,829,544
17/2/2004,851,851,20608
18/2/2004,854.5,854.5,21553
19/2/2004,880,880,22596
20/2/2004,893,893,25011
23/2/2004,911.5,911.5,27039
24/2/2004,929.75,929.75,16890
25/2/2004,933.75,933.75,16468
26/2/2004,928,928,13374
27/2/2004,942.5,942.5,10581
1/3/2004,957.5,957.5,55533
2/3/2004,928.5,928.5,86608
3/3/2004,943,943,2645
4/3/2004,936.5,936.5,60891
5/3/2004,937.75,937.75,41244
8/3/2004,917,917,51255
9/3/2004,947,947,47799
10/3/2004,923.5,923.5,59799
11/3/2004,944,944,49341
12/3/2004,955.75,955.75,43940
15/3/2004,978.25,978.25,40767
16/3/2004,989,989,48681
17/3/2004,994,994,43695
18/3/2004,1018,1018,48751
19/3/2004,1024,1024,52496
22/3/2004,1055.75,1055.75,48889
23/3/2004,1052,1052,39219
24/3/2004,1023.5,1023.5,58841
25/3/2004,1028.5,1028.5,47775
26/3/2004,1013,1013,37669
29/3/2004,1013,1013,30401
30/3/2004,1016.25,1016.25,28434
31/3/2004,995,995,61054
1/4/2004,1029.5,1029.5,48038
2/4/2004,1045.5,1045.5,49412
5/4/2004,1024.5,1024.5,57373
6/4/2004,1009,1009,48720
7/4/2004,1016,1016,34962
8/4/2004,988,988,732
9/4/2004,988,988,732
12/4/2004,967,967,51577
13/4/2004,971.5,971.5,26715
14/4/2004,1013,1013,25129
15/4/2004,963,963,25489
16/4/2004,965,965,21352
19/4/2004,969,969,14065
20/4/2004,952.75,952.75,21437
21/4/2004,935,935,23665
22/4/2004,947,947,21303
23/4/2004,967,967,21362
26/4/2004,964.5,964.5,13969
27/4/2004,1003,1003,16283
28/4/2004,996.5,996.5,14790
29/4/2004,1014.5,1014.5,16064
30/4/2004,1034,1034,13674
3/5/2004,1021,1021,45326
4/5/2004,1021.5,1021.5,44836
5/5/2004,1020,1020,38834
6/5/2004,1000.5,1000.5,47495
7/5/2004,1031.5,1031.5,61528
10/5/2004,1012.5,1012.5,54779
11/5/2004,1022.25,1022.25,31322
12/5/2004,972.25,972.25,90888
13/5/2004,982.5,982.5,57055
14/5/2004,932.5,932.5,62501
17/5/2004,905.5,905.5,65060
18/5/2004,874,874,67255
19/5/2004,907.5,907.5,61408
20/5/2004,869,869,55195
21/5/2004,872.5,872.5,44569
24/5/2004,866,866,36928
25/5/2004,882.25,882.25,42548
26/5/2004,872,872,44147
27/5/2004,822,822,52907
28/5/2004,814,814,1620
31/5/2004,814,814,1620
1/6/2004,864,864,24063
2/6/2004,849.5,849.5,44430
3/6/2004,806,806,47776
4/6/2004,838.5,838.5,41652
7/6/2004,849,849,50633
8/6/2004,852,852,44429
9/6/2004,852,852,33832
10/6/2004,847,847,43403
11/6/2004,847,847,797
14/6/2004,872.5,872.5,47262
15/6/2004,884,884,39622
16/6/2004,869.5,869.5,43896
17/6/2004,863,863,42120
18/6/2004,872,872,933
21/6/2004,888.5,888.5,22005
22/6/2004,887,887,19956
23/6/2004,917.5,917.5,24503
24/6/2004,921.5,921.5,28204
25/6/2004,920.5,920.5,22663
28/6/2004,885,885,21908
29/6/2004,894.5,894.5,18786
30/6/2004,893,893,17796
1/7/2004,803.75,803.75,19568
2/7/2004,809.25,809.25,14534
5/7/2004,809.25,809.25,14534
6/7/2004,819.5,819.5,21285
7/7/2004,821.5,821.5,36017
8/7/2004,813,813,23716
9/7/2004,814,814,15821
12/7/2004,786,786,21577
13/7/2004,767.5,767.5,17717
14/7/2004,780.75,780.75,20762
15/7/2004,751,751,17052
16/7/2004,707.5,707.5,34674
19/7/2004,707.5,707.5,18565
20/7/2004,725,725,15073
21/7/2004,707.5,707.5,15773
22/7/2004,657.5,657.5,22251
23/7/2004,669.5,669.5,14454
26/7/2004,669,669,14729
27/7/2004,665.5,665.5,13512
28/7/2004,627,627,13808
29/7/2004,624.5,624.5,14291
30/7/2004,599.5,599.5,8680
2/8/2004,569.5,569.5,4711
3/8/2004,572.75,572.75,6877
4/8/2004,565.5,565.5,7216
5/8/2004,581.5,581.5,4486
6/8/2004,569.25,569.25,4637
9/8/2004,578.25,578.25,4663
10/8/2004,571.5,571.5,3454
11/8/2004,561.5,561.5,4783
12/8/2004,590,590,6560
13/8/2004,586.25,586.25,3078
16/8/2004,575.5,575.5,3604
17/8/2004,591.75,591.75,4852
18/8/2004,600.25,600.25,4074
19/8/2004,598.25,598.25,4751
20/8/2004,594.75,594.75,3141
23/8/2004,623,623,7013
24/8/2004,620,620,6338
25/8/2004,623.25,623.25,7063
26/8/2004,616.75,616.75,4940
27/8/2004,600.5,600.5,5646
30/8/2004,622.5,622.5,6632
31/8/2004,627.25,627.25,3569
1/9/2004,637.25,637.25,56521
2/9/2004,628.75,628.75,34763
3/9/2004,612.25,612.25,821
6/9/2004,612.25,612.25,821
7/9/2004,583.5,583.5,45254
8/9/2004,583.5,583.5,34821
9/9/2004,582,582,29668
10/9/2004,572,572,52776
13/9/2004,571,571,41792
14/9/2004,565.5,565.5,28198
15/9/2004,566.5,566.5,26950
16/9/2004,557.25,557.25,37477
17/9/2004,553,553,31165
20/9/2004,543.75,543.75,39377
21/9/2004,542.25,542.25,26847
22/9/2004,538.25,538.25,30422
23/9/2004,537.75,537.75,31941
24/9/2004,523.5,523.5,41413
27/9/2004,531,531,42897
28/9/2004,531.5,531.5,31774
29/9/2004,533.5,533.5,34291
30/9/2004,527,527,33712
1/10/2004,534.5,534.5,43425
4/10/2004,525.25,525.25,40044
5/10/2004,524,524,48870
6/10/2004,526.25,526.25,35969
7/10/2004,525.75,525.75,39457
8/10/2004,528.5,528.5,41259
11/10/2004,539,539,40838
12/10/2004,513,513,81217
13/10/2004,509.5,509.5,43121
14/10/2004,515.5,515.5,37589
15/10/2004,514,514,32368
18/10/2004,514.75,514.75,32800
19/10/2004,527.75,527.75,54463
20/10/2004,532.5,532.5,50267
21/10/2004,528,528,46433
22/10/2004,530,530,36262
25/10/2004,541,541,53060
26/10/2004,539,539,39505
27/10/2004,530,530,27693
28/10/2004,529.5,529.5,29091
29/10/2004,527.5,527.5,13398
1/11/2004,521.5,521.5,656
2/11/2004,525.5,525.5,417
3/11/2004,518.5,518.5,139
4/11/2004,506.25,506.25,443
5/11/2004,505.25,505.25,608
8/11/2004,505.5,505.5,803
9/11/2004,510.5,510.5,283
10/11/2004,525,525,2232
11/11/2004,519.75,519.75,812
12/11/2004,525,525,674
15/11/2004,535.75,535.75,899
16/11/2004,540.5,540.5,1313
17/11/2004,553,553,1804
18/11/2004,555,555,1351
19/11/2004,550.5,550.5,443
22/11/2004,554.5,554.5,739
23/11/2004,561.25,561.25,1749
24/11/2004,554,554,1749
25/11/2004,554,554,1749
26/11/2004,548.5,548.5,267
29/11/2004,539.5,539.5,605
30/11/2004,534.75,534.75,375
1/12/2004,528,528,816
2/12/2004,520.75,520.75,495
3/12/2004,525.75,525.75,594
6/12/2004,529.75,529.75,627
7/12/2004,522,522,524
8/12/2004,529.25,529.25,1116
9/12/2004,526.5,526.5,767
10/12/2004,533,533,730
13/12/2004,546.75,546.75,689
14/12/2004,550.25,550.25,785
15/12/2004,546,546,175
16/12/2004,544.5,544.5,359
17/12/2004,548.75,548.75,415
20/12/2004,550,550,1072
21/12/2004,549,549,270
22/12/2004,546.25,546.25,111
23/12/2004,550.5,550.5,111
24/12/2004,550.5,550.5,111
27/12/2004,557.25,557.25,448
28/12/2004,551.25,551.25,189
29/12/2004,546.75,546.75,179
30/12/2004,547.75,547.75,92
31/12/2004,547.75,547.75,545
3/1/2005,535.5,535.5,40094
4/1/2005,525,525,68201
5/1/2005,527,527,44148
6/1/2005,532.5,532.5,43688
7/1/2005,542.25,542.25,64591
10/1/2005,548.5,548.5,50190
11/1/2005,543.25,543.25,45426
12/1/2005,533.75,533.75,53125
13/1/2005,536.5,536.5,54091
14/1/2005,519.5,519.5,507
17/1/2005,519.5,519.5,507
18/1/2005,513.5,513.5,52654
19/1/2005,517.75,517.75,45754
20/1/2005,523.25,523.25,47017
21/1/2005,516.75,516.75,46090
24/1/2005,520,520,35923
25/1/2005,526,526,45933
26/1/2005,523,523,28527
27/1/2005,515.75,515.75,32895
28/1/2005,514,514,29460
31/1/2005,514.75,514.75,40008
1/2/2005,507,507,48226
2/2/2005,505.25,505.25,31050
3/2/2005,502,502,36349
4/2/2005,499.5,499.5,32376
7/2/2005,501.25,501.25,39167
8/2/2005,503.5,503.5,36024
9/2/2005,510.75,510.75,51468
10/2/2005,516,516,53239
11/2/2005,525.75,525.75,73493
14/2/2005,535.75,535.75,77919
15/2/2005,535.25,535.25,35323
16/2/2005,535,535,25431
17/2/2005,552,552,37720
18/2/2005,552.5,552.5,42179
21/2/2005,552.5,552.5,42179
22/2/2005,577,577,34657
23/2/2005,576.75,576.75,18461
24/2/2005,569,569,19676
25/2/2005,597.5,597.5,19517
28/2/2005,615.5,615.5,11071
1/3/2005,613.25,613.25,2056
2/3/2005,627.25,627.25,3192
3/3/2005,627.25,627.25,1607
4/3/2005,629.75,629.75,3249
7/3/2005,616,616,2702
8/3/2005,625.5,625.5,1586
9/3/2005,629.5,629.5,1168
10/3/2005,639.25,639.25,1446
11/3/2005,662.5,662.5,1960
14/3/2005,656,656,3315
15/3/2005,681,681,2650
16/3/2005,673.5,673.5,3330
17/3/2005,671.5,671.5,2036
18/3/2005,649,649,3826
21/3/2005,626.5,626.5,2945
22/3/2005,627.25,627.25,1505
23/3/2005,623.25,623.25,3091
24/3/2005,628.75,628.75,2329
25/3/2005,628.75,628.75,2329
28/3/2005,625.75,625.75,1316
29/3/2005,624,624,742
30/3/2005,641,641,771
31/3/2005,627.5,627.5,2115
1/4/2005,614,614,2518
4/4/2005,615,615,1290
5/4/2005,617.5,617.5,475
6/4/2005,623.25,623.25,400
7/4/2005,623.5,623.5,1102
8/4/2005,612,612,853
11/4/2005,616.75,616.75,1033
12/4/2005,617.5,617.5,2332
13/4/2005,623.25,623.25,860
14/4/2005,617,617,855
15/4/2005,616.25,616.25,503
18/4/2005,609.5,609.5,505
19/4/2005,631,631,338
20/4/2005,630.75,630.75,831
21/4/2005,637.75,637.75,322
22/4/2005,633,633,157
25/4/2005,635.25,635.25,527
26/4/2005,636.75,636.75,109
27/4/2005,627.25,627.25,225
28/4/2005,618,618,341
29/4/2005,619.25,619.25,521
2/5/2005,627.25,627.25,50063
3/5/2005,625.5,625.5,43174
4/5/2005,624.5,624.5,36531
5/5/2005,628.75,628.75,27927
6/5/2005,640,640,48936
9/5/2005,637.75,637.75,51820
10/5/2005,634,634,39144
11/5/2005,633,633,40772
12/5/2005,623.5,623.5,57514
13/5/2005,612.75,612.75,72364
16/5/2005,623.5,623.5,41271
17/5/2005,620.75,620.75,32529
18/5/2005,633.25,633.25,66258
19/5/2005,629.25,629.25,30191
20/5/2005,632,632,34463
23/5/2005,640,640,59585
24/5/2005,645.5,645.5,36682
25/5/2005,666.5,666.5,79568
26/5/2005,676,676,62939
27/5/2005,667.75,667.75,47836
30/5/2005,667.75,667.75,47836
31/5/2005,680.25,680.25,66243
1/6/2005,685.25,685.25,65328
2/6/2005,668.5,668.5,53518
3/6/2005,675.25,675.25,43597
6/6/2005,677.75,677.75,55424
7/6/2005,674.75,674.75,48293
8/6/2005,667.5,667.5,50785
9/6/2005,673.25,673.25,55218
10/6/2005,666.25,666.25,57033
13/6/2005,680.5,680.5,61795
14/6/2005,689.75,689.75,60698
15/6/2005,702.5,702.5,52046
16/6/2005,700.75,700.75,40409
17/6/2005,724,724,42148
20/6/2005,739,739,42161
21/6/2005,735.25,735.25,32746
22/6/2005,737,737,27585
23/6/2005,725.75,725.75,34901
24/6/2005,744.5,744.5,30950
27/6/2005,694.5,694.5,30171
28/6/2005,666.75,666.75,42512
29/6/2005,672,672,29385
30/6/2005,651.75,651.75,19786
1/7/2005,676,676,25541
4/7/2005,676,676,25541
5/7/2005,715.5,715.5,25397
6/7/2005,698.25,698.25,18978
7/7/2005,694.5,694.5,21811
8/7/2005,678,678,21985
11/7/2005,690,690,16980
12/7/2005,701.25,701.25,16090
13/7/2005,714,714,15211
14/7/2005,720,720,18355
15/7/2005,721,721,12127
18/7/2005,717.25,717.25,11273
19/7/2005,682.5,682.5,21525
20/7/2005,684.5,684.5,16322
21/7/2005,669.5,669.5,18209
22/7/2005,669.25,669.25,16999
25/7/2005,669.75,669.75,19360
26/7/2005,676,676,19152
27/7/2005,673.75,673.75,19133
28/7/2005,684.25,684.25,23514
29/7/2005,671.75,671.75,12670
1/8/2005,677.25,677.25,13832
2/8/2005,694.5,694.5,14619
3/8/2005,675.25,675.25,11659
4/8/2005,675.5,675.5,7115
5/8/2005,661.75,661.75,13533
8/8/2005,664.25,664.25,6590
9/8/2005,646.25,646.25,10634
10/8/2005,645.75,645.75,9284
11/8/2005,643.25,643.25,5838
12/8/2005,640.5,640.5,8084
15/8/2005,612.75,612.75,12626
16/8/2005,616.75,616.75,9119
17/8/2005,615,615,8815
18/8/2005,609.75,609.75,6638
19/8/2005,597.25,597.25,7147
22/8/2005,607.25,607.25,5587
23/8/2005,610.75,610.75,7211
24/8/2005,602.5,602.5,3234
25/8/2005,587,587,10325
26/8/2005,591,591,12208
29/8/2005,594,594,14289
30/8/2005,599.75,599.75,14527
31/8/2005,586.75,586.75,7582
1/9/2005,607,607,43995
2/9/2005,599,599,31967
5/9/2005,599,599,31967
6/9/2005,614.25,614.25,42223
7/9/2005,606.25,606.25,38845
8/9/2005,600.5,600.5,31006
9/9/2005,590,590,38141
12/9/2005,585,585,47767
13/9/2005,586,586,34324
14/9/2005,580.25,580.25,41295
15/9/2005,568.75,568.75,42758
16/9/2005,571.25,571.25,32697
19/9/2005,576,576,31733
20/9/2005,572,572,30784
21/9/2005,577.75,577.75,52789
22/9/2005,580.5,580.5,31400
23/9/2005,574,574,32621
26/9/2005,567.5,567.5,37370
27/9/2005,557.5,557.5,46259
28/9/2005,562.75,562.75,36097
29/9/2005,560.5,560.5,38022
30/9/2005,573.25,573.25,57876
3/10/2005,581,581,62748
4/10/2005,562.5,562.5,59028
5/10/2005,563.5,563.5,41567
6/10/2005,564.25,564.25,53117
7/10/2005,564.25,564.25,40009
10/10/2005,555.5,555.5,50842
11/10/2005,563.5,563.5,61180
12/10/2005,589,589,82906
13/10/2005,588.25,588.25,65040
14/10/2005,589.5,589.5,48768
17/10/2005,591.25,591.25,47231
18/10/2005,584.5,584.5,49109
19/10/2005,589.25,589.25,41380
20/10/2005,585,585,39937
21/10/2005,572.25,572.25,61709
24/10/2005,575,575,40418
25/10/2005,578,578,33394
26/10/2005,571.5,571.5,32552
27/10/2005,571,571,31438
28/10/2005,565,565,39436
31/10/2005,564.75,564.75,18287
1/11/2005,586.5,586.5,51797
2/11/2005,585,585,33036
3/11/2005,601.75,601.75,50261
4/11/2005,592,592,47411
7/11/2005,583,583,34202
8/11/2005,585.5,585.5,25863
9/11/2005,588.5,588.5,45564
10/11/2005,587.5,587.5,46361
11/11/2005,601.5,601.5,55831
14/11/2005,595,595,38531
15/11/2005,592.25,592.25,33843
16/11/2005,576.75,576.75,73238
17/11/2005,579.25,579.25,36403
18/11/2005,569.75,569.75,40776
21/11/2005,572.25,572.25,31239
22/11/2005,572.25,572.25,27423
23/11/2005,562,562,42247
24/11/2005,562,562,42247
25/11/2005,554.25,554.25,34651
28/11/2005,558.25,558.25,50643
29/11/2005,554,554,46053
30/11/2005,558,558,49243
1/12/2005,559.75,559.75,44907
2/12/2005,562.75,562.75,35548
5/12/2005,573.25,573.25,61177
6/12/2005,564,564,44983
7/12/2005,559,559,59461
8/12/2005,566.75,566.75,49196
9/12/2005,568.75,568.75,50668
12/12/2005,584,584,113826
13/12/2005,597.5,597.5,70972
14/12/2005,592.5,592.5,60897
15/12/2005,587.25,587.25,43949
16/12/2005,592.25,592.25,30882
19/12/2005,608.5,608.5,37126
20/12/2005,605.25,605.25,40194
21/12/2005,606.5,606.5,20644
22/12/2005,612.75,612.75,19908
23/12/2005,613,613,14177
26/12/2005,613,613,14177
27/12/2005,611.5,611.5,24054
28/12/2005,611,611,22579
29/12/2005,597.75,597.75,25807
30/12/2005,613.5,613.5,36196
2/1/2006,613.5,613.5,36196
3/1/2006,628.5,628.5,68096
4/1/2006,632.25,632.25,53423
5/1/2006,618.5,618.5,58184
6/1/2006,611,611,39307
9/1/2006,594,594,61725
10/1/2006,589,589,53736
11/1/2006,584.5,584.5,48221
12/1/2006,572,572,64423
13/1/2006,576.5,576.5,43258
16/1/2006,576.5,576.5,43258
17/1/2006,571.25,571.25,44808
18/1/2006,565.75,565.75,40263
19/1/2006,565,565,34893
20/1/2006,568,568,43870
23/1/2006,574.5,574.5,42809
24/1/2006,571.25,571.25,43962
25/1/2006,567,567,56118
26/1/2006,573,573,36460
27/1/2006,589.25,589.25,70426
30/1/2006,598.75,598.75,66698
31/1/2006,594.25,594.25,53976
1/2/2006,579.5,579.5,61181
2/2/2006,584,584,41513
3/2/2006,594.75,594.75,66897
6/2/2006,587,587,54801
7/2/2006,574,574,64446
8/2/2006,578,578,61673
9/2/2006,587.75,587.75,76549
10/2/2006,582.25,582.25,56388
13/2/2006,584.25,584.25,57908
14/2/2006,583.25,583.25,39176
15/2/2006,587,587,48971
16/2/2006,591.5,591.5,24431
17/2/2006,601.25,601.25,31042
20/2/2006,601.25,601.25,31042
21/2/2006,587.5,587.5,27470
22/2/2006,574,574,28647
23/2/2006,571.75,571.75,26422
24/2/2006,577.25,577.25,30569
27/2/2006,579.5,579.5,30729
28/2/2006,580.25,580.25,22226
1/3/2006,591,591,45806
2/3/2006,604,604,73515
3/3/2006,606,606,43909
6/3/2006,600.5,600.5,56845
7/3/2006,590,590,57348
8/3/2006,584,584,48197
9/3/2006,587.75,587.75,31279
10/3/2006,589.25,589.25,51173
13/3/2006,584.5,584.5,33793
14/3/2006,587.75,587.75,36369
15/3/2006,584.25,584.25,41120
16/3/2006,576.25,576.25,53333
17/3/2006,576.5,576.5,37064
20/3/2006,572.5,572.5,46938
21/3/2006,575.25,575.25,26339
22/3/2006,577,577,35269
23/3/2006,574.75,574.75,25971
24/3/2006,573.75,573.75,33665
27/3/2006,579.5,579.5,70476
28/3/2006,581.5,581.5,31641
29/3/2006,582.5,582.5,27272
30/3/2006,587.75,587.75,45760
31/3/2006,571.5,571.5,85064
3/4/2006,565,565,64045
4/4/2006,558.75,558.75,53778
5/4/2006,561.5,561.5,44873
6/4/2006,564,564,41669
7/4/2006,557.75,557.75,48587
10/4/2006,555.25,555.25,46541
11/4/2006,562.5,562.5,63436
12/4/2006,560.5,560.5,54421
13/4/2006,563,563,40991
14/4/2006,563,563,40991
17/4/2006,571.5,571.5,48065
18/4/2006,575.5,575.5,29862
19/4/2006,574,574,20828
20/4/2006,571.25,571.25,32797
21/4/2006,569.75,569.75,23135
24/4/2006,574.25,574.25,40646
25/4/2006,579.5,579.5,37471
26/4/2006,575.75,575.75,33065
27/4/2006,575.25,575.25,35583
28/4/2006,587.25,587.25,23769
1/5/2006,606.75,606.75,75986
2/5/2006,603,603,63811
3/5/2006,605.5,605.5,49211
4/5/2006,603.75,603.75,52084
5/5/2006,606.5,606.5,55636
8/5/2006,599.5,599.5,46361
9/5/2006,604.5,604.5,62844
10/5/2006,606,606,47751
11/5/2006,613,613,67363
12/5/2006,613,613,67659
