Dates,PX_LAST,PX_SETTLE,PX_VOLUME
15/5/2006,604.5,604.5,42391
16/5/2006,602.75,602.75,38011
17/5/2006,604,604,53900
18/5/2006,598,598,50676
19/5/2006,587,587,61095
22/5/2006,582.5,582.5,51116
23/5/2006,586.75,586.75,51023
24/5/2006,582.5,582.5,47757
25/5/2006,584.25,584.25,37956
26/5/2006,582.5,582.5,43369
29/5/2006,582.5,582.5,43369
30/5/2006,583.5,583.5,39638
31/5/2006,579.5,579.5,56544
1/6/2006,586.75,586.75,73564
2/6/2006,609,609,101143
5/6/2006,603.25,603.25,73306
6/6/2006,593.5,593.5,60983
7/6/2006,597,597,67608
8/6/2006,587.75,587.75,60734
9/6/2006,585.75,585.75,71672
12/6/2006,600,600,83350
13/6/2006,595.75,595.75,66470
14/6/2006,589.5,589.5,50178
15/6/2006,592.5,592.5,27888
16/6/2006,600.25,600.25,30853
19/6/2006,584.5,584.5,42854
20/6/2006,585.25,585.25,24538
21/6/2006,586.25,586.25,26995
22/6/2006,583,583,26958
23/6/2006,580.5,580.5,29025
26/6/2006,569.5,569.5,34810
27/6/2006,578,578,27516
28/6/2006,578.5,578.5,32383
29/6/2006,581.75,581.75,43149
30/6/2006,594.75,594.75,38062
3/7/2006,608.5,608.5,28512
4/7/2006,608.5,608.5,1256
5/7/2006,600.5,600.5,25488
6/7/2006,613.5,613.5,31957
7/7/2006,606.25,606.25,21044
10/7/2006,608.25,608.25,19717
11/7/2006,610,610,20658
12/7/2006,607,607,19512
13/7/2006,600.25,600.25,11848
14/7/2006,603,603,13261
17/7/2006,590,590,12786
18/7/2006,589,589,12232
19/7/2006,585.75,585.75,19831
20/7/2006,584.25,584.25,17575
21/7/2006,577,577,20956
24/7/2006,583.25,583.25,14661
25/7/2006,585.25,585.25,19878
26/7/2006,581.75,581.75,18619
27/7/2006,574,574,16340
28/7/2006,576.5,576.5,32279
31/7/2006,579.5,579.5,21282
1/8/2006,579.25,579.25,15574
2/8/2006,587.25,587.25,15338
3/8/2006,581.5,581.5,10564
4/8/2006,582,582,11227
7/8/2006,567.25,567.25,13523
8/8/2006,562.5,562.5,16105
9/8/2006,566.5,566.5,9809
10/8/2006,561.25,561.25,6454
11/8/2006,555.25,555.25,12073
14/8/2006,556.25,556.25,12086
15/8/2006,556.5,556.5,7103
16/8/2006,552.25,552.25,7159
17/8/2006,551.5,551.5,7822
18/8/2006,547,547,7072
21/8/2006,548.25,548.25,8549
22/8/2006,549.25,549.25,6815
23/8/2006,552.25,552.25,11668
24/8/2006,551.5,551.5,11387
25/8/2006,543,543,16739
28/8/2006,537.75,537.75,13793
29/8/2006,537,537,9458
30/8/2006,542,542,17968
31/8/2006,542.25,542.25,15229
1/9/2006,551.5,551.5,40617
4/9/2006,551.5,551.5,40617
5/9/2006,554.25,554.25,69831
6/9/2006,546.75,546.75,53399
7/9/2006,550,550,57618
8/9/2006,548,548,45984
11/9/2006,544.5,544.5,41568
12/9/2006,538.5,538.5,55126
13/9/2006,540.5,540.5,38970
14/9/2006,545.25,545.25,42538
15/9/2006,549.75,549.75,59844
18/9/2006,553,553,48610
19/9/2006,544.25,544.25,57475
20/9/2006,549.25,549.25,52948
21/9/2006,558,558,63597
22/9/2006,549.25,549.25,47596
25/9/2006,545,545,67975
26/9/2006,546.75,546.75,47866
27/9/2006,542.5,542.5,39291
28/9/2006,552.75,552.75,70699
29/9/2006,547.5,547.5,71374
2/10/2006,545.25,545.25,50402
3/10/2006,542.5,542.5,53314
4/10/2006,555.25,555.25,78963
5/10/2006,565.5,565.5,109649
6/10/2006,564,564,81102
9/10/2006,574.5,574.5,87263
10/10/2006,560.5,560.5,93375
11/10/2006,562.25,562.25,75085
12/10/2006,579.75,579.75,112090
13/10/2006,591.5,591.5,79660
16/10/2006,589,589,65379
17/10/2006,600.5,600.5,85564
18/10/2006,604.5,604.5,70618
19/10/2006,608,608,76945
20/10/2006,606.5,606.5,61468
23/10/2006,617.5,617.5,47457
24/10/2006,623.5,623.5,55648
25/10/2006,622,622,50316
26/10/2006,627.75,627.75,40145
27/10/2006,635.5,635.5,33540
30/10/2006,639.75,639.75,48955
31/10/2006,630.25,630.25,32532
1/11/2006,658.25,658.25,100605
2/11/2006,661.25,661.25,113986
3/11/2006,662.75,662.75,74210
6/11/2006,662.75,662.75,53472
7/11/2006,667.25,667.25,63771
8/11/2006,678,678,74339
9/11/2006,669.5,669.5,81046
10/11/2006,662.5,662.5,63815
13/11/2006,657.5,657.5,58111
14/11/2006,671.25,671.25,67813
15/11/2006,663.75,663.75,65121
16/11/2006,656.5,656.5,68913
17/11/2006,660.5,660.5,52452
20/11/2006,667.5,667.5,62834
21/11/2006,673,673,36236
22/11/2006,674,674,44219
23/11/2006,674,674,21301
24/11/2006,684.25,684.25,36028
27/11/2006,688,688,68203
28/11/2006,686.25,686.25,48172
29/11/2006,682.25,682.25,51614
30/11/2006,685.5,685.5,67842
1/12/2006,677,677,53430
4/12/2006,659.25,659.25,80781
5/12/2006,664.25,664.25,54264
6/12/2006,654.25,654.25,59868
7/12/2006,662,662,70290
8/12/2006,656,656,79497
11/12/2006,666.75,666.75,87101
12/12/2006,663,663,74619
13/12/2006,661,661,73070
14/12/2006,662.75,662.75,35281
15/12/2006,657.5,657.5,28484
18/12/2006,648,648,33918
19/12/2006,653.5,653.5,30611
20/12/2006,648.25,648.25,21103
21/12/2006,650.25,650.25,25470
22/12/2006,659.5,659.5,13444
25/12/2006,659.5,659.5,13444
26/12/2006,671.5,671.5,24455
27/12/2006,669.5,669.5,23172
28/12/2006,675.75,675.75,33246
29/12/2006,683.5,683.5,28981
1/1/2007,683.5,683.5,28981
2/1/2007,697.25,697.25,3134
3/1/2007,682,682,65381
4/1/2007,675.5,675.5,68327
5/1/2007,681.5,681.5,53159
8/1/2007,677.25,677.25,43563
9/1/2007,664.5,664.5,70651
10/1/2007,664.75,664.75,67175
11/1/2007,674.25,674.25,61482
12/1/2007,716.5,716.5,130175
15/1/2007,716.5,716.5,130175
16/1/2007,708.5,708.5,100556
17/1/2007,722,722,94915
18/1/2007,716.25,716.25,80402
19/1/2007,717.75,717.75,58333
22/1/2007,717.25,717.25,54874
23/1/2007,727.25,727.25,60211
24/1/2007,715,715,73528
25/1/2007,713.25,713.25,59223
26/1/2007,710.5,710.5,38858
29/1/2007,709.5,709.5,58548
30/1/2007,721,721,67989
31/1/2007,719.5,719.5,63842
1/2/2007,721.5,721.5,64636
2/2/2007,736.75,736.75,75265
5/2/2007,740,740,62440
6/2/2007,738.75,738.75,79817
7/2/2007,741,741,90466
8/2/2007,743.75,743.75,71762
9/2/2007,749.25,749.25,119444
12/2/2007,745.25,745.25,66625
13/2/2007,755,755,75509
14/2/2007,750.5,750.5,71416
15/2/2007,758.75,758.75,87106
16/2/2007,767,767,72654
19/2/2007,767,767,72654
20/2/2007,771,771,39687
21/2/2007,781.25,781.25,47034
22/2/2007,783.75,783.75,45336
23/2/2007,778.25,778.25,29763
26/2/2007,778.75,778.75,32922
27/2/2007,763.5,763.5,46587
28/2/2007,773.25,773.25,29042
1/3/2007,762,762,132941
2/3/2007,753.5,753.5,85647
5/3/2007,750.5,750.5,94236
6/3/2007,747.75,747.75,69121
7/3/2007,757.25,757.25,81365
8/3/2007,759,759,58636
9/3/2007,759.75,759.75,60804
12/3/2007,765,765,64342
13/3/2007,755.5,755.5,64731
14/3/2007,753.5,753.5,66188
15/3/2007,750.5,750.5,40418
16/3/2007,753.5,753.5,71675
19/3/2007,759.5,759.5,54045
20/3/2007,764.75,764.75,47687
21/3/2007,766.5,766.5,50458
22/3/2007,771.75,771.75,41869
23/3/2007,769.5,769.5,46611
26/3/2007,758.5,758.5,60641
27/3/2007,757,757,37351
28/3/2007,770.75,770.75,61475
29/3/2007,778.25,778.25,63195
30/3/2007,761.25,761.25,113510
2/4/2007,779,779,132396
3/4/2007,763.75,763.75,68716
4/4/2007,761,761,69392
5/4/2007,760.5,760.5,48359
6/4/2007,760.5,760.5,74
9/4/2007,749,749,101922
10/4/2007,742.5,742.5,96588
11/4/2007,746.5,746.5,76415
12/4/2007,738.25,738.25,108149
13/4/2007,738,738,76742
16/4/2007,736,736,39150
17/4/2007,724,724,40015
18/4/2007,715.5,715.5,41243
19/4/2007,718.25,718.25,27561
20/4/2007,723.25,723.25,25018
23/4/2007,721.25,721.25,26367
24/4/2007,709.75,709.75,21339
25/4/2007,721.5,721.5,26356
26/4/2007,718.25,718.25,30605
27/4/2007,723,723,42687
30/4/2007,728.5,728.5,30819
1/5/2007,756.25,756.25,73454
2/5/2007,748.5,748.5,55114
3/5/2007,747.75,747.75,58406
4/5/2007,747.5,747.5,46847
7/5/2007,742.5,742.5,55120
8/5/2007,739.5,739.5,52188
9/5/2007,747.5,747.5,46122
10/5/2007,746.25,746.25,33965
11/5/2007,761.75,761.75,73785
14/5/2007,770.5,770.5,63638
15/5/2007,778,778,68691
16/5/2007,792.75,792.75,105495
17/5/2007,792.75,792.75,59928
18/5/2007,792.5,792.5,42995
21/5/2007,800.5,800.5,62052
22/5/2007,793.25,793.25,59860
23/5/2007,800.5,800.5,58049
24/5/2007,805.25,805.25,68170
25/5/2007,812.5,812.5,55864
28/5/2007,812.5,812.5,55864
29/5/2007,797.5,797.5,65967
30/5/2007,808.25,808.25,80901
31/5/2007,806.25,806.25,82565
1/6/2007,817.5,817.5,82538
4/6/2007,815.75,815.75,65513
5/6/2007,828.25,828.25,93063
6/6/2007,822.25,822.25,86979
7/6/2007,832,832,89553
8/6/2007,821.5,821.5,114084
11/6/2007,830,830,98351
12/6/2007,826.5,826.5,81751
13/6/2007,825.75,825.75,92724
14/6/2007,827.5,827.5,61939
15/6/2007,847.25,847.25,49515
18/6/2007,855.25,855.25,51964
19/6/2007,829,829,65326
20/6/2007,839,839,62930
21/6/2007,818.5,818.5,56526
22/6/2007,797,797,63214
25/6/2007,804.25,804.25,55195
26/6/2007,807,807,42015
27/6/2007,803.5,803.5,40703
28/6/2007,809.75,809.75,48609
29/6/2007,850,850,54139
2/7/2007,871,871,30769
3/7/2007,855.75,855.75,26348
4/7/2007,855.75,855.75,9443
5/7/2007,860,860,13426
6/7/2007,869.25,869.25,17750
9/7/2007,875.5,875.5,18763
10/7/2007,893.5,893.5,19278
11/7/2007,896,896,13443
12/7/2007,914.5,914.5,20355
13/7/2007,921.75,921.75,10085
16/7/2007,871.75,871.75,13948
17/7/2007,833.75,833.75,21418
18/7/2007,851.25,851.25,19612
19/7/2007,856,856,14178
20/7/2007,850.25,850.25,10792
23/7/2007,816.25,816.25,19259
24/7/2007,820.25,820.25,14651
25/7/2007,815,815,17032
26/7/2007,821.5,821.5,19422
27/7/2007,815.5,815.5,24299
30/7/2007,822.75,822.75,43522
31/7/2007,834,834,27056
1/8/2007,832.5,832.5,19940
2/8/2007,838.25,838.25,13754
3/8/2007,844.75,844.75,8723
6/8/2007,834.25,834.25,12630
7/8/2007,847,847,11178
8/8/2007,862,862,9197
9/8/2007,862,862,11627
10/8/2007,856,856,8286
13/8/2007,866,866,7099
14/8/2007,851,851,6765
15/8/2007,839,839,5386
16/8/2007,799.25,799.25,19243
17/8/2007,811.5,811.5,8336
20/8/2007,811.75,811.75,5568
21/8/2007,815.75,815.75,9543
22/8/2007,831.25,831.25,7102
23/8/2007,842,842,6589
24/8/2007,849,849,9678
27/8/2007,856.5,856.5,12300
28/8/2007,855.25,855.25,13660
29/8/2007,858.5,858.5,15934
30/8/2007,870.5,870.5,20639
31/8/2007,868,868,15161
3/9/2007,868,868,15161
4/9/2007,907.5,907.5,116716
5/9/2007,903,903,100655
6/9/2007,892.5,892.5,67429
7/9/2007,905.25,905.25,69847
10/9/2007,918,918,62414
11/9/2007,920.5,920.5,63305
12/9/2007,938.5,938.5,137046
13/9/2007,941.25,941.25,67820
14/9/2007,954.75,954.75,84907
17/9/2007,968.5,968.5,87193
18/9/2007,969.5,969.5,77497
19/9/2007,971,971,90449
20/9/2007,988.5,988.5,83467
21/9/2007,979,979,74492
24/9/2007,978.75,978.75,71742
25/9/2007,973,973,64234
26/9/2007,990.75,990.75,78489
27/9/2007,1009,1009,97753
28/9/2007,991.25,991.25,93513
1/10/2007,991.5,991.5,66088
2/10/2007,943.75,943.75,137239
3/10/2007,951,951,108925
4/10/2007,954.25,954.25,67882
5/10/2007,940.5,940.5,110281
8/10/2007,925.5,925.5,107381
9/10/2007,950.25,950.25,109723
10/10/2007,968.25,968.25,101777
11/10/2007,981.5,981.5,99960
12/10/2007,976.75,976.75,109658
15/10/2007,987,987,79422
16/10/2007,977.5,977.5,59161
17/10/2007,974.25,974.25,75150
18/10/2007,991.5,991.5,72379
19/10/2007,983.25,983.25,57413
22/10/2007,976.5,976.5,76526
23/10/2007,981.75,981.75,70270
24/10/2007,976.25,976.25,60615
25/10/2007,994.75,994.75,53492
26/10/2007,995.5,995.5,57011
29/10/2007,1011,1011,65798
30/10/2007,992,992,79380
31/10/2007,1010,1010,52259
1/11/2007,1006.5,1006.5,100474
2/11/2007,1016.75,1016.75,72351
5/11/2007,1021,1021,54370
6/11/2007,1044.5,1044.5,83552
7/11/2007,1038.5,1038.5,79941
8/11/2007,1041.25,1041.25,59855
9/11/2007,1056,1056,74482
12/11/2007,1046.25,1046.25,65410
13/11/2007,1056.25,1056.25,76752
14/11/2007,1079.5,1079.5,81928
15/11/2007,1078.75,1078.75,78479
16/11/2007,1077.75,1077.75,71051
19/11/2007,1070.5,1070.5,68464
20/11/2007,1087,1087,74390
21/11/2007,1084,1084,48798
22/11/2007,1084,1084,48798
23/11/2007,1100.25,1100.25,50039
26/11/2007,1103.75,1103.75,81074
27/11/2007,1091,1091,72537
28/11/2007,1096.75,1096.75,91579
29/11/2007,1098,1098,68573
30/11/2007,1080,1080,79022
3/12/2007,1078.75,1078.75,77295
4/12/2007,1091.5,1091.5,71369
5/12/2007,1099.5,1099.5,79377
6/12/2007,1098.75,1098.75,74643
7/12/2007,1119.75,1119.75,101482
10/12/2007,1125.75,1125.75,89927
11/12/2007,1135.5,1135.5,94575
12/12/2007,1151.5,1151.5,109499
13/12/2007,1146,1146,118119
14/12/2007,1157,1157,85782
17/12/2007,1156.75,1156.75,76411
18/12/2007,1149.75,1149.75,76252
19/12/2007,1159,1159,57899
20/12/2007,1160.75,1160.75,68105
21/12/2007,1177.5,1177.5,60266
24/12/2007,1181,1181,16245
25/12/2007,1181,1181,16245
26/12/2007,1220.75,1220.75,31927
27/12/2007,1212.5,1212.5,45869
28/12/2007,1207.75,1207.75,48420
31/12/2007,1199,1199,29805
1/1/2008,1199,1199,29805
2/1/2008,1248.75,1248.75,96978
3/1/2008,1267.5,1267.5,85209
4/1/2008,1262.5,1262.5,98531
7/1/2008,1249.75,1249.75,82485
8/1/2008,1267,1267,99752
9/1/2008,1262.5,1262.5,84595
10/1/2008,1260.25,1260.25,82823
11/1/2008,1298.75,1298.75,108433
14/1/2008,1296.5,1296.5,125609
15/1/2008,1301.5,1301.5,95647
16/1/2008,1277,1277,116999
17/1/2008,1271,1271,14177
18/1/2008,1264,1264,101447
21/1/2008,1264,1264,101447
22/1/2008,1239.5,1239.5,112662
23/1/2008,1189.5,1189.5,112775
24/1/2008,1230.5,1230.5,91695
25/1/2008,1243,1243,81500
28/1/2008,1253.75,1253.75,74489
29/1/2008,1266.75,1266.75,76170
30/1/2008,1275.75,1275.75,70797
31/1/2008,1274.5,1274.5,76552
1/2/2008,1287.25,1287.25,78537
4/2/2008,1326,1326,97045
5/2/2008,1323,1323,89741
6/2/2008,1318.5,1318.5,154753
7/2/2008,1331.5,1331.5,121024
8/2/2008,1339,1339,139129
11/2/2008,1326,1326,86426
12/2/2008,1321,1321,100100
13/2/2008,1328.5,1328.5,82917
14/2/2008,1368,1368,73105
15/2/2008,1373.75,1373.75,77428
18/2/2008,1373.75,1373.75,77428
19/2/2008,1398.5,1398.5,83917
20/2/2008,1397.75,1397.75,54992
21/2/2008,1405.75,1405.75,57242
22/2/2008,1420,1420,38324
25/2/2008,1452,1452,46375
26/2/2008,1466.75,1466.75,37241
27/2/2008,1459,1459,34980
28/2/2008,1498.5,1498.5,52353
29/2/2008,1522,1522,29781
3/3/2008,1559.5,1559.5,99728
4/3/2008,1510.75,1510.75,124766
5/3/2008,1508.5,1508.5,113659
6/3/2008,1458.75,1458.75,104764
7/3/2008,1408.75,1408.75,41320
10/3/2008,1406.5,1406.5,102896
11/3/2008,1407.75,1407.75,92885
12/3/2008,1395,1395,77580
13/3/2008,1402.75,1402.75,63542
14/3/2008,1352.75,1352.75,66845
17/3/2008,1302.75,1302.75,31918
18/3/2008,1307,1307,118504
19/3/2008,1257,1257,47701
20/3/2008,1207,1207,75337
21/3/2008,1207,1207,75337
24/3/2008,1257,1257,69857
25/3/2008,1307,1307,33580
26/3/2008,1352,1352,99729
27/3/2008,1327.25,1327.25,64318
28/3/2008,1267.25,1267.25,66487
31/3/2008,1197.25,1197.25,48201
1/4/2008,1211,1211,152342
2/4/2008,1243,1243,100041
3/4/2008,1257,1257,74229
4/4/2008,1277,1277,58681
7/4/2008,1255,1255,84574
8/4/2008,1251.5,1251.5,90172
9/4/2008,1313,1313,105418
10/4/2008,1356,1356,130343
11/4/2008,1332.5,1332.5,88492
14/4/2008,1372.5,1372.5,89560
15/4/2008,1380,1380,69358
16/4/2008,1344.75,1344.75,85170
17/4/2008,1350.5,1350.5,45881
18/4/2008,1361.5,1361.5,32390
21/4/2008,1315.5,1315.5,41279
22/4/2008,1374.75,1374.75,39079
23/4/2008,1372,1372,43312
24/4/2008,1348.75,1348.75,46727
25/4/2008,1325.75,1325.75,33311
28/4/2008,1283.5,1283.5,52005
29/4/2008,1279.5,1279.5,31248
30/4/2008,1301.75,1301.75,19869
1/5/2008,1271,1271,90977
2/5/2008,1304.5,1304.5,69092
5/5/2008,1286,1286,69691
6/5/2008,1277,1277,74170
7/5/2008,1309,1309,61565
8/5/2008,1310,1310,56126
9/5/2008,1358,1358,67729
12/5/2008,1342.5,1342.5,59659
13/5/2008,1379.5,1379.5,70604
14/5/2008,1379.5,1379.5,54758
15/5/2008,1347.5,1347.5,85114
16/5/2008,1378,1378,72717
19/5/2008,1333,1333,65873
20/5/2008,1331.5,1331.5,60112
21/5/2008,1349,1349,67742
22/5/2008,1324.75,1324.75,79457
23/5/2008,1368,1368,70520
26/5/2008,1368,1368,70520
27/5/2008,1347.75,1347.75,66697
28/5/2008,1372.75,1372.75,77931
29/5/2008,1322.75,1322.75,105441
30/5/2008,1363.5,1363.5,85600
2/6/2008,1365.5,1365.5,71215
3/6/2008,1359.5,1359.5,83711
4/6/2008,1389,1389,76842
5/6/2008,1452,1452,140793
6/6/2008,1457.5,1457.5,111277
9/6/2008,1452,1452,114141
10/6/2008,1446.5,1446.5,108036
11/6/2008,1516.5,1516.5,91301
12/6/2008,1536.5,1536.5,122786
13/6/2008,1560,1560,106149
16/6/2008,1534,1534,106190
17/6/2008,1558,1558,75162
18/6/2008,1556,1556,58585
19/6/2008,1545.5,1545.5,71557
20/6/2008,1532.5,1532.5,69225
23/6/2008,1515,1515,66704
24/6/2008,1501,1501,54943
25/6/2008,1537.5,1537.5,51262
26/6/2008,1574.25,1574.25,55879
27/6/2008,1581.5,1581.5,42290
30/6/2008,1605,1605,19851
1/7/2008,1623,1623,39774
2/7/2008,1639.5,1639.5,32431
3/7/2008,1649,1649,24112
4/7/2008,1649,1649,24112
7/7/2008,1579,1579,33437
8/7/2008,1549,1549,39943
9/7/2008,1572,1572,27371
10/7/2008,1600.5,1600.5,28446
11/7/2008,1615.5,1615.5,30907
14/7/2008,1582,1582,24419
15/7/2008,1542,1542,46917
16/7/2008,1573,1573,29725
17/7/2008,1521,1521,39209
18/7/2008,1470,1470,30577
21/7/2008,1409.5,1409.5,54051
22/7/2008,1416.75,1416.75,32107
23/7/2008,1394.25,1394.25,25005
24/7/2008,1385,1385,23783
25/7/2008,1398.75,1398.75,25016
28/7/2008,1400.25,1400.25,32184
29/7/2008,1384.25,1384.25,35185
30/7/2008,1394,1394,29361
31/7/2008,1395.75,1395.75,10494
1/8/2008,1355.5,1355.5,13343
4/8/2008,1285.5,1285.5,12440
5/8/2008,1259,1259,14550
6/8/2008,1213.5,1213.5,16873
7/8/2008,1234.5,1234.5,14870
8/8/2008,1177,1177,13864
11/8/2008,1189.5,1189.5,11152
12/8/2008,1207.5,1207.5,10590
13/8/2008,1277.5,1277.5,8259
14/8/2008,1265.25,1265.25,11308
15/8/2008,1211.5,1211.5,7163
18/8/2008,1279,1279,9698
19/8/2008,1267,1267,9677
20/8/2008,1293.75,1293.75,11780
21/8/2008,1341,1341,10202
22/8/2008,1321,1321,8919
25/8/2008,1339.25,1339.25,12715
26/8/2008,1337.5,1337.5,9004
27/8/2008,1348,1348,16168
28/8/2008,1332.5,1332.5,12906
29/8/2008,1332,1332,4358
1/9/2008,1332,1332,4358
2/9/2008,1298.5,1298.5,102224
3/9/2008,1251.5,1251.5,107616
4/9/2008,1235,1235,75704
5/9/2008,1177,1177,124602
8/9/2008,1192,1192,98442
9/9/2008,1201,1201,106976
10/9/2008,1178,1178,73034
11/9/2008,1176,1176,83281
12/9/2008,1202,1202,107486
15/9/2008,1179,1179,105662
16/9/2008,1124,1124,124148
17/9/2008,1139,1139,122597
18/9/2008,1116,1116,105469
19/9/2008,1143.5,1143.5,77277
22/9/2008,1205,1205,103410
23/9/2008,1187,1187,90004
24/9/2008,1187,1187,76199
25/9/2008,1183,1183,81560
26/9/2008,1164,1164,67982
29/9/2008,1094,1094,63271
30/9/2008,1045,1045,121727
1/10/2008,1053,1053,94769
2/10/2008,1004,1004,113619
3/10/2008,992,992,96340
6/10/2008,922,922,89745
7/10/2008,926,926,116320
8/10/2008,964,964,124068
9/10/2008,980,980,95188
10/10/2008,910,910,48654
13/10/2008,928,928,103546
14/10/2008,896,896,102086
15/10/2008,858,858,108313
16/10/2008,867,867,113002
17/10/2008,894,894,99557
20/10/2008,929,929,101124
21/10/2008,908,908,115622
22/10/2008,859,859,88133
23/10/2008,884.5,884.5,87246
24/10/2008,863.75,863.75,97707
27/10/2008,893,893,87817
28/10/2008,878.75,878.75,125693
29/10/2008,937.25,937.25,78876
30/10/2008,934,934,49760
31/10/2008,925.25,925.25,25726
3/11/2008,937.5,937.5,75141
4/11/2008,959,959,84655
5/11/2008,904,904,96679
6/11/2008,906,906,82756
7/11/2008,921,921,69389
10/11/2008,948,948,87825
11/11/2008,916,916,76280
12/11/2008,895,895,85116
13/11/2008,894,894,86335
14/11/2008,896,896,48947
17/11/2008,906.5,906.5,72159
18/11/2008,902,902,61865
19/11/2008,897,897,66840
20/11/2008,856,856,96337
21/11/2008,840,840,72244
24/11/2008,884,884,76786
25/11/2008,883,883,65724
26/11/2008,886,886,49039
27/11/2008,886,886,49039
28/11/2008,883,883,26902
1/12/2008,846,846,61175
2/12/2008,827,827,86324
3/12/2008,830,830,80602
4/12/2008,811,811,82285
5/12/2008,783.5,783.5,101361
8/12/2008,820.5,820.5,84414
9/12/2008,813,813,84377
10/12/2008,829.5,829.5,87278
11/12/2008,856.5,856.5,90424
12/12/2008,854,854,96273
15/12/2008,846,846,81488
16/12/2008,858.5,858.5,68580
17/12/2008,864,864,90610
18/12/2008,869.5,869.5,44099
19/12/2008,868.25,868.25,35405
22/12/2008,886.5,886.5,47926
23/12/2008,901,901,42302
24/12/2008,915.75,915.75,19894
25/12/2008,915.75,915.75,19894
26/12/2008,951.75,951.75,21277
29/12/2008,938.5,938.5,42329
30/12/2008,945.75,945.75,35206
31/12/2008,972.25,972.25,16411
1/1/2009,972.25,972.25,16411
2/1/2009,977,977,58957
5/1/2009,987,987,75554
6/1/2009,1016,1016,109489
7/1/2009,990,990,80685
8/1/2009,989.5,989.5,93144
9/1/2009,1036,1036,101275
12/1/2009,966,966,104860
13/1/2009,971.5,971.5,82517
14/1/2009,971.5,971.5,88544
15/1/2009,994.5,994.5,132543
16/1/2009,1020,1020,85832
19/1/2009,1020,1020,85832
20/1/2009,992,992,101814
21/1/2009,1020.5,1020.5,82806
22/1/2009,1012,1012,91246
23/1/2009,1009,1009,118140
26/1/2009,1009,1009,96777
27/1/2009,976,976,81614
28/1/2009,982.5,982.5,72551
29/1/2009,970.5,970.5,56906
30/1/2009,980,980,65328
2/2/2009,959.5,959.5,78756
3/2/2009,946,946,80559
4/2/2009,949.5,949.5,92254
5/2/2009,980,980,80863
6/2/2009,1001,1001,96649
9/2/2009,1002,1002,82869
10/2/2009,994,994,84890
11/2/2009,978,978,86897
12/2/2009,968.5,968.5,81827
13/2/2009,955.5,955.5,66632
16/2/2009,955.5,955.5,66632
17/2/2009,903,903,92798
18/2/2009,887.5,887.5,90036
19/2/2009,884.5,884.5,79621
20/2/2009,862.5,862.5,87839
23/2/2009,872.75,872.75,73792
24/2/2009,881,881,39757
25/2/2009,878,878,41558
26/2/2009,869.25,869.25,36884
27/2/2009,874.5,874.5,12578
2/3/2009,844,844,68590
3/3/2009,853.5,853.5,83343
4/3/2009,868.5,868.5,69720
5/3/2009,852,852,69064
6/3/2009,867,867,61791
9/3/2009,865,865,50698
10/3/2009,877,877,74780
11/3/2009,862,862,57826
12/3/2009,882,882,56089
13/3/2009,876.5,876.5,64528
16/3/2009,911,911,95910
17/3/2009,913,913,74041
18/3/2009,915,915,53267
19/3/2009,940.5,940.5,91586
20/3/2009,952,952,69007
23/3/2009,955.5,955.5,76475
24/3/2009,967,967,69182
25/3/2009,951,951,86827
26/3/2009,944,944,66467
27/3/2009,917,917,79941
30/3/2009,904.5,904.5,70956
31/3/2009,952,952,103115
1/4/2009,952,952,65782
2/4/2009,977,977,91786
3/4/2009,995.5,995.5,70332
6/4/2009,994,994,83140
7/4/2009,989.5,989.5,97974
8/4/2009,1006,1006,87806
9/4/2009,1007,1007,97818
10/4/2009,1007,1007,97818
13/4/2009,1021.5,1021.5,71496
14/4/2009,1036,1036,109675
15/4/2009,1035,1035,85474
16/4/2009,1058.5,1058.5,100640
17/4/2009,1051,1051,111192
20/4/2009,1018.5,1018.5,72957
21/4/2009,1038,1038,71973
22/4/2009,1046,1046,40038
23/4/2009,1037.75,1037.75,43145
24/4/2009,1040.25,1040.25,27118
27/4/2009,1004.75,1004.75,38496
28/4/2009,989.5,989.5,33780
29/4/2009,1034,1034,34156
30/4/2009,1070,1070,23117
1/5/2009,1091,1091,103930
4/5/2009,1103.5,1103.5,108062
5/5/2009,1101,1101,99582
6/5/2009,1118,1118,85085
7/5/2009,1102,1102,99754
8/5/2009,1111.5,1111.5,70559
11/5/2009,1116,1116,56102
12/5/2009,1117.5,1117.5,82962
13/5/2009,1128,1128,96723
14/5/2009,1147.5,1147.5,92517
15/5/2009,1130.5,1130.5,80095
18/5/2009,1146.5,1146.5,70539
19/5/2009,1162,1162,84955
20/5/2009,1169,1169,101904
21/5/2009,1175,1175,77541
22/5/2009,1166,1166,67138
25/5/2009,1166,1166,67138
26/5/2009,1185.5,1185.5,83041
27/5/2009,1187,1187,94011
28/5/2009,1179,1179,77917
29/5/2009,1184,1184,72105
1/6/2009,1218.5,1218.5,97966
2/6/2009,1209,1209,71045
3/6/2009,1182,1182,84951
4/6/2009,1230,1230,92737
5/6/2009,1225.5,1225.5,83368
8/6/2009,1232.5,1232.5,87744
9/6/2009,1243.5,1243.5,90915
10/6/2009,1246,1246,99312
11/6/2009,1267,1267,114543
12/6/2009,1245.5,1245.5,82868
15/6/2009,1197,1197,78277
16/6/2009,1201.25,1201.25,71112
17/6/2009,1206.25,1206.25,72146
18/6/2009,1213.75,1213.75,57266
19/6/2009,1179,1179,67108
22/6/2009,1151.5,1151.5,65480
23/6/2009,1179,1179,41210
24/6/2009,1185,1185,42579
25/6/2009,1196,1196,49306
